559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_region_growing.m<|>region growing<|>The region growing https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_region_growing.m  pipeline.<|>19<|>114<|>4<|>18<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_preprocess.m<|>preprocessing<|>The preprocessing https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_preprocess.m  pipeline.<|>18<|>109<|>4<|>17<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_MSPC_MSTEPS.m<|>Multiscale Statistical Parametric Connectome<|>The Multiscale Statistical Parametric Connectome https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_MSPC_MSTEPS.m  pipeline, with scales selected by MSTEPS.<|>49<|>141<|>4<|>48<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_basc_regular_grid.m<|>Boostrap Analysis of Stable Clusters<|>The Boostrap Analysis of Stable Clusters https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_basc_regular_grid.m  pipeline, with regular grid of scales.<|>41<|>139<|>4<|>40<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_MSPC_regular_grid.m<|>Multiscale Statistical Parametric Connectome<|>The Multiscale Statistical Parametric Connectome https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_MSPC_regular_grid.m  pipeline.<|>49<|>147<|>4<|>48<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/BLIND_pipeline_preprocess.m<|>preprocessing<|>The preprocessing https://github.com/SIMEXP/glm_connectome/blob/master/real_data/BLIND_pipeline_preprocess.m  pipeline.<|>18<|>108<|>4<|>17<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_MSPC_MSTEPS.m<|>Multiscale Statistical Parametric Connectome<|>The Multiscale Statistical Parametric Connectome https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_MSPC_MSTEPS.m  pipeline, with scales selected by MSTEPS.<|>49<|>140<|>4<|>48<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_MSPC_regular_grid.m<|>Multiscale Statistical Parametric Connectome<|>The Multiscale Statistical Parametric Connectome https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_MSPC_regular_grid.m  pipeline.<|>49<|>146<|>4<|>48<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_basc_MSTEPS.m<|>Boostrap Analysis of Stable Clusters<|>The Boostrap Analysis of Stable Clusters https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_basc_MSTEPS.m  pipeline, with scales selected by MSTEPS.<|>41<|>132<|>4<|>40<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_basc_regular_grid.m<|>Boostrap Analysis of Stable Clusters<|>The Boostrap Analysis of Stable Clusters https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_basc_regular_grid.m  pipeline, with regular grid of scales.<|>41<|>138<|>4<|>40<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_region_growing.m<|>region growing<|>The region growing https://github.com/SIMEXP/glm_connectome/blob/master/real_data/MOTOR_pipeline_region_growing.m  pipeline.<|>19<|>113<|>4<|>18<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/BLIND_pipeline_basc_regular_grid.m<|>Boostrap Analysis of Stable Clusters<|>The Boostrap Analysis of Stable Clusters https://github.com/SIMEXP/glm_connectome/blob/master/real_data/BLIND_pipeline_basc_regular_grid.m  pipeline, with regular grid of scales.<|>41<|>138<|>4<|>40<|>559<|>dataset_landing_page
559<|>https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_basc_MSTEPS.m<|>Boostrap Analysis of Stable Clusters<|>The Boostrap Analysis of Stable Clusters https://github.com/SIMEXP/glm_connectome/blob/master/real_data/SCHIZO_pipeline_basc_MSTEPS.m  pipeline, with scales selected by MSTEPS.<|>41<|>133<|>4<|>40<|>559<|>dataset_landing_page
575<|>https://github.com/redpony/creg/tree/master/test_data<|>test_data<|>You will find example files for each type of model in the test_data https://github.com/redpony/creg/tree/master/test_data  directory.<|>68<|>121<|>58<|>67<|>575<|>software
685<|>http://www.bbci.de/competition/iii/#data_set_i<|>BCI Competition3, Data Set 1<|>An example for classification of motor imagery in ECoG recordings. For that example the BCI Competition3, Data Set 1 http://www.bbci.de/competition/iii/#data_set_i  was used.<|>117<|>163<|>88<|>116<|>685<|>dataset_landing_page
685<|>http://www.bbci.de/competition/iii/#data_set_ii<|>BCI Competition 3, Data Set 2<|>An example for classification with a P300 Matrix Speller in EEG recordings. The BCI Competition 3, Data Set 2 http://www.bbci.de/competition/iii/#data_set_ii  was used for that example.<|>110<|>157<|>80<|>109<|>685<|>dataset_landing_page
711<|>http://smileclinic.alwaysdata.net/<|>Novi Quadrianto<|>Novi Quadrianto http://smileclinic.alwaysdata.net/ : letter n followed by dot then quadrianto and the at, and also sussex.ac.uk<|>16<|>50<|>0<|>15<|>711<|>other
761<|>https://github.com/Spirals-Team/npe-dataset/<|>https://github.com/Spirals-Team/npe-dataset/<|>The evaluation dataset is at https://github.com/Spirals-Team/npe-dataset/ https://github.com/Spirals-Team/npe-dataset/<|>74<|>118<|>29<|>73<|>761<|>other
786<|>http://www.ams.org/mr-database<|><|>The code in this repo makes use of 24 years of data from http://www.ams.org/mr-database , available by request to the director of the American Mathematical Society. The data may require cleaning in order to match the format assumed by  and . The code also uses data included in the https://github.com/corybrunson/bitriad , specifically affiliation networks drawn from the studies http://books.google.com/books?id=Q3b9QTOgLFcC  and http://books.google.com/books?id=fR-LBQAAQBAJ .<|>57<|>87<|>0<|>0<|>786<|>other
791<|>http://alt.qcri.org/semeval2014/task1/index.php?id=data-and-tools<|>SICK dataset<|>SICK dataset http://alt.qcri.org/semeval2014/task1/index.php?id=data-and-tools  (semantic relatedness task)<|>13<|>78<|>0<|>12<|>791<|>dataset_landing_page
791<|>http://alt.qcri.org/semeval2014/task1/index.php?id=data-and-tools<|>Sentences Involving Compositional Knowledge (SICK)<|>The goal of this task is to predict similarity ratings for pairs of sentences. We train and evaluate our models on the Sentences Involving Compositional Knowledge (SICK) http://alt.qcri.org/semeval2014/task1/index.php?id=data-and-tools  dataset.<|>170<|>235<|>119<|>169<|>791<|>dataset_landing_page
831<|>http://www.kaggle.com/c/galaxy-zoo-the-galaxy-challenge/data<|>Kaggle<|>Download the data files from Kaggle http://www.kaggle.com/c/galaxy-zoo-the-galaxy-challenge/data . Place and extract the files in the following locations:<|>36<|>96<|>29<|>35<|>831<|>dataset_direct_link
843<|>http://www.micc.unifi.it/tagsurvey/#data<|>Florence data server<|>Data dashboard /data/ , Florence data server http://www.micc.unifi.it/tagsurvey/#data<|>45<|>85<|>24<|>44<|>843<|>dataset_landing_page
858<|>http://apps.who.int/gho/data/node.ebola-sitrep<|>WHO<|>contains data from the WHO http://apps.who.int/gho/data/node.ebola-sitrep  that compare sitrep case counts with patient database counts for select cities and countries.<|>27<|>73<|>23<|>26<|>858<|>dataset_landing_page
886<|>http://www.w3.org/2014/data-shapes/charter<|>W3C RDF data shapes working group charter<|>W3C RDF data shapes working group charter http://www.w3.org/2014/data-shapes/charter<|>42<|>84<|>0<|>41<|>886<|>other
924<|>http://cocodataset.org<|>COCO<|>This project includes the front end user interfaces that are used to annotate COCO dataset. For more details, please visit COCO http://cocodataset.org<|>128<|>150<|>123<|>127<|>924<|>dataset_landing_page
941<|>https://archive.ics.uci.edu/ml/datasets/Online+Handwritten+Assamese+Characters+Dataset#<|>Assamese handwriting recognition<|>Assamese handwriting recognition https://archive.ics.uci.edu/ml/datasets/Online+Handwritten+Assamese+Characters+Dataset#<|>33<|>120<|>0<|>32<|>941<|>dataset_landing_page
941<|>https://www.kaggle.com/c/datasciencebowl<|>Kaggle plankton recognition competition, 2015<|>Kaggle plankton recognition competition, 2015 https://www.kaggle.com/c/datasciencebowl  Third place. The competition solution is being adapted for research purposes in EcoTaxa http://ecotaxa.obs-vlfr.fr/ .<|>46<|>86<|>0<|>45<|>941<|>other
1004<|>https://github.com/klout/opendata/blob/master/wiki_annotation/README.md<|>DAWT: Densely Annotated Wikipedia Texts across multiple languages<|>DAWT: Densely Annotated Wikipedia Texts across multiple languages https://github.com/klout/opendata/blob/master/wiki_annotation/README.md  ( arxiv https://arxiv.org/pdf/1703.00948.pdf )<|>66<|>137<|>0<|>65<|>1004<|>dataset_landing_page
1021<|>https://github.com/wnzhang/make-ipinyou-data<|>make-ipinyou-data<|>For the large-scale experiment, please first check our GitHub project make-ipinyou-data https://github.com/wnzhang/make-ipinyou-data  for pre-processing the iPinYou data http://data.computational-advertising.org . After downloading the dataset, by simplying  you can generate the standardised data which will be used in the bid optimisation tasks.<|>88<|>132<|>70<|>87<|>1021<|>dataset_landing_page
1024<|>http://linkedgeodata.org<|>LinkedGeoData<|>Sparqlify is a scalable SPARQL-SQL rewriter whose development began in April 2011 in the course of the LinkedGeoData http://linkedgeodata.org  project.<|>117<|>141<|>103<|>116<|>1024<|>dataset_landing_page
1047<|>https://github.com/FasterXML/jackson-databind<|>jackson-databind<|>is a java serialization library. There are many https://github.com/eishay/jvm-serializers  like it, but this one is ours. Codec has its own reflection toolset, but we are moving to wards using more and more jackson in the back end. Currently, the most notable features are those that are built on top of jackson-databind https://github.com/FasterXML/jackson-databind  and typesafe-config https://github.com/typesafehub/config .<|>321<|>366<|>304<|>320<|>1047<|>software
1121<|>http://www.ub.edu/cvub/egocentric-dataset-of-the-university-of-barcelona-segmentation-edub-seg/<|>EDUB-Seg dataset<|>The training and validation of the code was performed using the EDUB-Seg dataset http://www.ub.edu/cvub/egocentric-dataset-of-the-university-of-barcelona-segmentation-edub-seg/ .<|>81<|>176<|>64<|>80<|>1121<|>dataset_landing_page
1127<|>http://building-babylon.net/2016/01/26/metadata-embeddings-for-user-and-item-cold-start-recommendations/<|>Metadata Embeddings for User and Item Cold-start Recommendations<|>Metadata Embeddings for User and Item Cold-start Recommendations http://building-babylon.net/2016/01/26/metadata-embeddings-for-user-and-item-cold-start-recommendations/<|>65<|>169<|>0<|>64<|>1127<|>other
1139<|>http://www.cs.utexas.edu/users/ml/nldata/geoquery.html<|>Geoquery<|>A lexicon of Geoquery http://www.cs.utexas.edu/users/ml/nldata/geoquery.html  is available in lex/<|>22<|>76<|>13<|>21<|>1139<|>dataset_landing_page
1185<|>https://en.wikipedia.org/wiki/Conflict-free_replicated_data_type<|>Conflict-free Replicated Data Types<|>Swarm.js is a JavaScript client for the Swarm database. Swarm is like "git for data" except it's real-time and never has a merge conflict. Swarm is based on Replicated Object Notation http://github.com/gritzko/ron  (RON), a distributed live data format. In turn, RON is based on Conflict-free Replicated Data Types https://en.wikipedia.org/wiki/Conflict-free_replicated_data_type  (CRDTs), a new math apparatus for distributed data.<|>315<|>379<|>279<|>314<|>1185<|>other
1185<|>https://en.wikipedia.org/wiki/Conflict-free_replicated_data_type#PN-Counter_(Positive-Negative_Counter)<|>Counter<|>[ ] Counter https://en.wikipedia.org/wiki/Conflict-free_replicated_data_type#PN-Counter_(Positive-Negative_Counter) , a positive-negative counter.<|>12<|>115<|>4<|>11<|>1185<|>other
1186<|>https://github.com/madvas/todomvc-omnext-datomic-datascript<|>OmNext TodoMVC<|>OmNext TodoMVC https://github.com/madvas/todomvc-omnext-datomic-datascript<|>15<|>74<|>0<|>14<|>1186<|>software
1186<|>http://thegeez.net/2014/04/30/datascript_clojure_web_app.html<|>blog post<|>clj-crud, demo CRUD app: sources https://github.com/thegeez/clj-crud , blog post http://thegeez.net/2014/04/30/datascript_clojure_web_app.html<|>81<|>142<|>71<|>80<|>1186<|>other
1186<|>http://tonsky.me/blog/datascript-chat/<|>code walkthrough<|>CatChat, chat demo app: sources https://github.com/tonsky/datascript-chat , code walkthrough http://tonsky.me/blog/datascript-chat/ , live http://tonsky.me/datascript-chat/<|>93<|>131<|>76<|>92<|>1186<|>other
1186<|>https://www.npmjs.org/package/datascript<|>npm page<|>or as a CommonJS module ( npm page https://www.npmjs.org/package/datascript ):<|>35<|>75<|>26<|>34<|>1186<|>software
1186<|>https://github.com/djjolicoeur/datamaps<|>Datamaps<|>Datamaps https://github.com/djjolicoeur/datamaps , lib designed to leverage datalog queries to query arbitrary maps.<|>9<|>48<|>0<|>8<|>1186<|>software
1186<|>https://github.com/typeetfunc/datascript-mori<|>DataScript-mori<|>DataScript-mori https://github.com/typeetfunc/datascript-mori , DataScript & Mori wrapper for use from JS<|>16<|>61<|>0<|>15<|>1186<|>software
1186<|>https://github.com/tonsky/datascript-transit<|>DataScript-Transit<|>DataScript-Transit https://github.com/tonsky/datascript-transit , transit serialization for database and datoms<|>19<|>63<|>0<|>18<|>1186<|>other
1186<|>https://github.com/tonsky/datascript-todo<|>sources<|>ToDo, task manager demo app (persistence via localStorage and transit, filtering, undo/redo): sources https://github.com/tonsky/datascript-todo , live http://tonsky.me/datascript-todo/<|>102<|>143<|>94<|>101<|>1186<|>other
1186<|>https://cljdoc.org/d/datascript/datascript/CURRENT<|><|>API Docs https://cljdoc.org/d/datascript/datascript/CURRENT<|>9<|>59<|>0<|>0<|>1186<|>software
1186<|>https://github.com/tonsky/datascript/wiki/Getting-started<|>Getting started<|>Getting started https://github.com/tonsky/datascript/wiki/Getting-started<|>16<|>73<|>0<|>15<|>1186<|>software
1186<|>https://github.com/tonsky/datascript-todo<|>app<|>“Building ToDo list with DataScript” webinar (ClojureScript NYC, Dec 2014): video http://vimeo.com/114688970 , app https://github.com/tonsky/datascript-todo<|>115<|>156<|>111<|>114<|>1186<|>other
1186<|>https://github.com/tonsky/datascript-chat<|>sources<|>CatChat, chat demo app: sources https://github.com/tonsky/datascript-chat , code walkthrough http://tonsky.me/blog/datascript-chat/ , live http://tonsky.me/datascript-chat/<|>32<|>73<|>24<|>31<|>1186<|>software
1186<|>http://www.learndatalogtoday.org/<|>Quick tutorial into Datalog<|>Quick tutorial into Datalog http://www.learndatalogtoday.org/<|>28<|>61<|>0<|>27<|>1186<|>other
1186<|>http://tonsky.me/blog/datascript-internals/<|>DataScript internals explained<|>DataScript internals explained http://tonsky.me/blog/datascript-internals/<|>31<|>74<|>0<|>30<|>1186<|>other
1186<|>https://github.com/kristianmandrup/datascript-tutorial<|>Tutorials<|>Tutorials https://github.com/kristianmandrup/datascript-tutorial<|>10<|>64<|>0<|>9<|>1186<|>other
1204<|>http://github.com/rug-compling/dep-brown-data<|>induced clusters and experimental details<|>Simon Šuster and Gertjan van Noord (2014) From neighborhood to parenthood: the advantages of dependency representation over bigrams in Brown clustering. http://www.let.rug.nl/suster/publications/DepBrown.pdf  COLING. See also induced clusters and experimental details http://github.com/rug-compling/dep-brown-data .<|>268<|>313<|>226<|>267<|>1204<|>dataset_landing_page
1221<|>http://grouplens.org/datasets/movielens/<|>MovieLens data<|>We have tested our matrix factorization algorithm on the MovieLens data http://grouplens.org/datasets/movielens/ . In particular, we have used the 1M, 10M, and 20M datasets (after a straightforward preprocessing step to make it compatible with the HAMSI input format).<|>72<|>112<|>57<|>71<|>269<|>dataset_landing_page
1258<|>http://www.nltk.org/data.html<|>here<|>(*) The stopword corpus is needed. Instructions here http://www.nltk.org/data.html .<|>53<|>82<|>48<|>52<|>1258<|>software
1268<|>http://corpus-texmex.irisa.fr/<|>SIFT<|>| data set | n | d | type of data | | -------- | ------- | ---- | -------------------------- | | MNIST http://yann.lecun.com/exdb/mnist/  | 60000 | 784 | images of hand-written digits | | News | 262144 | 1000 | web pages converted into TF-IDF representation | | GIST http://corpus-texmex.irisa.fr/  | 1000000 | 960 | global color GIST descriptors | | SIFT http://corpus-texmex.irisa.fr/  | 2500000 | 128 | local SIFT descriptors | | Trevi http://phototour.cs.washington.edu/patches/default.htm  | 101120 | 4096 | image patches | | STL-10 https://cs.stanford.edu/~acoates/stl10/  | 100000 | 9216 | images of different classes of objects | | Random | 50000 | 4096 | random samples from the 4096-dimensional unit sphere |<|>356<|>386<|>351<|>355<|>1268<|>dataset_landing_page
